WD100,Actual,A,B,C,D,E,F,G,H
Dec Average North 90 Beam Radiation Values,N/A,0.0,0.0,1.3087019665504715e-14,0.0,0.0,0.0,0.0,0.0
Dec Average North 90 Diffuse Radiation Values,N/A,19.97100807537012,13.089229244522057,19.35876873418572,18.976641256668636,17.63767406349673,19.043983794546058,18.924848047653743,1.6190377920238939
Dec Average West 90 Total Radiation Values,N/A,56.53580619111708,96.11623411077635,74.82839517563933,77.48550910607747,89.59610896196936,76.36931975675228,77.71768513885635,6.542759568083943
Dec Average West 90 Beam Radiation Values,N/A,31.60397442799462,83.02700180021047,46.90646110325573,49.04117300814457,59.838182627014,48.562877885984705,49.3683241735926,4.127382223855741
Dec Average West 90 Diffuse Radiation Values,N/A,24.931830417227456,13.089229244522057,27.921934072383582,28.442292552686624,29.757926295206826,27.806441870767582,28.349360965263724,2.4153773442281907
Dec Average 45 East 90 Total Radiation Values,N/A,157.6719528936743,111.1046014907821,144.33854515275894,142.482605196977,123.41868324471747,142.14670399030035,141.71478240629673,12.232392827724807
Dec Average 45 East 90 Beam Radiation Values,N/A,120.72079811574697,98.01537442400559,107.33939584640639,105.38640244506885,93.13128367327654,105.66809225494367,104.75406897936008,9.036195663120711
Dec Average 45 East 90 Diffuse Radiation Values,N/A,36.95118169582772,13.089229244522057,36.99914930635263,37.09405196648995,30.28739952284373,36.47861173535669,36.960713426936366,3.196197164604107
Dec Average 45 West 90 Total Radiation Values,N/A,123.68684253028263,173.51414623606132,150.14895271938082,152.50432527938307,166.40785106657182,151.75769357013687,152.23503036563955,12.923306696993091
Dec Average 45 West 90 Beam Radiation Values,N/A,91.69918034993272,160.42491926511096,112.4743204184252,114.15892296499206,126.6233091040361,114.16416567979013,114.01161903355282,9.66537460431445
Dec Average 45 West 90 Radiation Values,N/A,31.987667563930014,13.089229244522057,37.67463230095557,38.34302285835211,39.78454183440499,37.59352789034672,38.22341133208671,3.2579320926786193
Dec Average East 30 Total Radiation Values,N/A,141.53819650067297,111.73520150019424,133.41383928627192,132.10387505263643,120.66781447791001,132.55515472838786,132.4464153577312,11.259950367154232
Dec Average East 30 Beam Radiation Values,N/A,99.57019650067294,87.31036426595585,91.39487380254381,90.30647158960245,81.98904181110102,90.86389121927918,90.70065581808932,7.680517979307965
Dec Average East 30 Diffuse Radiation Values,N/A,41.96801076716016,24.424836931038985,42.01896548372817,41.79487586087803,38.678772368143086,41.6912635091087,41.745759539641625,3.5794323878462655
Dec Average South 30 Total Radiation Values,N/A,209.7413001345895,211.6183472993641,219.50938710995976,218.46532513902972,215.3804850789053,219.8219946439098,218.63604563466876,18.581367908146987
Dec Average South 30 Beam Radiation Values,N/A,160.02946164199193,187.19351138821972,166.03043844441447,164.94435788669446,163.76412511098033,166.5145845234904,165.20310889716936,14.012757299286287
Dec Average South 30 Diffuse Radiation Values,N/A,49.71183176312248,24.424836931038985,53.47894866554511,53.518614279653136,51.61635989220453,53.307410120419455,53.43293673749978,4.568610608860715
Dec Average West 30 Total Radiation Values,N/A,120.34558950201887,150.2048920459774,137.32873392826366,138.5327136696817,147.20025906555918,138.9172172000963,139.22611993546536,11.718137111206982
Dec Average West 30 Beam Radiation Values,N/A,81.31810497981158,125.78004993018261,94.8823991712921,96.01595555455577,103.0394101035584,96.52942768934186,96.75170070376561,8.100494308207587
Dec Average West 30 Diffuse Radiation Values,N/A,39.027488559892326,24.424836931038985,42.446334756971766,42.514418848741826,44.160849078213715,42.38778951075445,42.47441923169991,3.617642802999402
WD600,Actual,A,B,C,D,E,F,G,H
Annual Average Dry Bulb Temperature Values,10.878719031852953,10.878719031852953,10.87568729723598,10.878719031852967,10.876023935523412,10.876179054891917,10.875629980466588,10.87666386026985,10.875603129722009
Annual Average Dry Bulb Temperature Absolute Errors,0,0.0,-0.003031734616971704,1.4210854715202004e-14,-0.0026950963295409025,-0.0025399769610352507,-0.0030890513863646163,-0.002055171583101867,-0.003115902130943482
Annual Average Relative Humidity Values,49.61473912547095,49.582498002055026,49.49175633728729,49.58547161874486,49.617906912612,49.617687503763314,49.61820214867594,49.61664502411598,49.61830729220771
Annual Average Relative Humidity Absolute Errors,0,-0.03224112341592189,-0.1229827881836556,-0.029267506726085912,0.0031677871410522584,0.0029483782923662716,0.003463023204993476,0.0019058986450346538,0.0035681667367626346
Annual Average Dew Point Temperature Values,-1.0639570727251968,-1.0639570727251968,-1.0636468795798972,-1.0632937891089722,N/A,-1.0655850524475574,-1.0660030735008228,-1.065332051226076,-0.8631876740456764
Annual Average Dew Point Temperature Absolute Errors,0,0.0,0.0003101931452995643,0.0006632836162245859,nan,-0.0016279797223606174,-0.002046000775626,-0.0013749785008791982,0.20076939867952037
Annual Average Wind Speed Values,3.916976823838338,3.916976823838338,3.9262027131699906,3.916976823838153,3.9159941438614227,3.9175046927081474,3.916566522227191,3.916923998973685,3.767724485369095
Annual Average Wind Speed Absolute Errors,0,0.0,0.009225889331652581,-1.851852005074761e-13,-0.0009826799769152572,0.0005278688698093781,-0.0004103016111471902,-5.282486465318925e-05,-0.14925233846924302
Annual Average Wind Direction Values,179.2556227879895,179.2556227879895,179.23720590412861,157.64898961068616,179.23840500003695,179.26500452408106,179.23680146627476,173.6359841890465,178.78494636574217
Annual Average Wind Direction Absolute Errors,0,0.0,-0.018416883860879807,-21.606633177303337,-0.01721778795254636,0.009381736091569337,-0.01882132171473927,-5.619638598942998,-0.47067642224732253
Annual Average Station Pressure Values,834.6007535106747,834.6007535106747,830.1099999997849,834.6007535106747,834.609616395448,834.6009890388322,834.6011956290806,834.6003810040241,835.940000000396
Annual Average Station Pressure Absolute Errors,0,0.0,-4.490753510889817,0.0,0.008862884773293445,0.00023552815741822997,0.00044211840588559426,-0.0003725066505921859,1.3392464897212903
Annual Average Total Cloud Cover Values,5.089336682269665,0.0,5.088967910592021,N/A,5.0890038259628785,5.089104044294548,5.088965838716122,5.089007962556009,5.088939980932014
Annual Average Total Cloud Cover Absolute Errors,0,-5.089336682269665,-0.000368771677644375,nan,-0.0003328563067865886,-0.0002326379751167451,-0.00037084355354277676,-0.00032871971365633357,-0.00039670133765135063
Annual Average Opaque Cloud Cover Values,4.3747573923963925,0.0,N/A,N/A,4.374492854178901,4.37496537763194,4.374461324784292,4.374489854162505,N/A
Annual Average Opaque Cloud Cover Absolute Errors,0,-4.3747573923963925,nan,nan,-0.00026453821749150563,0.00020798523554788062,-0.00029606761210043686,-0.0002675382338876986,nan
Annual Average Total Horizontal Radiation Values,190.68615138714466,189.62878182440917,189.78375654881927,190.2954872398524,189.99478870596045,189.7581101933541,191.03805102907782,190.0260381559902,189.10756423257138
Annual Average Total Horizontal Radiation Absolute Errors,0,-1.057369562735488,-0.9023948383253924,-0.39066414729225585,-0.6913626811842164,-0.9280411937905626,0.3518996419331586,-0.6601132311544688,-1.5785871545732846
Annual Average Diffuse Horizontal Radiation Values,63.5290558282909,62.928302317616165,43.65420418251844,63.52278176972929,63.33244593506139,63.51265664973474,63.48332211175866,63.329887739983796,63.43934005648966
Annual Average Diffuse Horizontal Radiation Absolute Errors,0,-0.6007535106747355,-19.87485164577246,-0.006274058561608342,-0.19660989322950684,-0.016399178556163463,-0.04573371653224001,-0.19916808830710409,-0.08971577180123802
Annual Average Humidity Ratio Values,N/A,0.004937118677931271,0.004970831592780802,0.004912776165715279,N/A,0.0049214802888328515,0.004925204068888825,0.004925036770900278,0.004966100215680255
Annual Average Wet Bulb Temperature Values,N/A,4.917285078205275,4.9021571801518595,4.904974574230625,5.450391938832255,4.908453818077114,4.924982296073433,4.888167291036677,4.9541514645089
Annual Average Sky Temperature Values,N/A,-14.264870418997605,-3.9301967198677183,-2.0219413060851177,-5.150312199644035,-2.031608153683719,-5.059176379113305,-2.0163221872826544,-1.3100630980920167
Annual Average Horizontal Beam Radiation Values,N/A,126.70047950679302,146.1295527563984,126.77270547012355,126.66476638800616,N/A,127.55472891731918,126.6961504160057,125.66822417608073
Annual Average South 90 Total Radiation Values,N/A,156.40660817444916,150.34261553321585,158.01478316483787,155.5984205808894,155.42683852622486,157.10728131544906,156.47723614613938,158.3774557919488
Annual Average South 90 Beam Radiation Values,N/A,93.74811930585683,109.53713810113409,96.51240634228802,94.95787215894237,96.63898250599729,95.80113877492883,94.97597609952643,96.3339824234245
Annual Average South 90 Diffuse Radiation Values,N/A,62.658507820527454,40.80547704361277,61.50237682254925,60.63804954121571,58.787856054167776,61.30614254052025,61.50126004661264,62.04347336852453
Annual Average East 90 Total Radiation Values,N/A,130.4965255166115,117.23765607763036,120.82877017758304,120.32986000910577,118.2747482804324,121.23956631283495,121.1836021442789,122.47780867552895
Annual Average East 90 Beam Radiation Values,N/A,71.46974951478481,76.43218051102426,64.16420825741281,64.2386257872531,64.94046226579023,64.62083890307711,64.17154797136244,65.05355419777182
Annual Average East 90 Diffuse Radiation Values,N/A,59.02678559196254,40.80547704361277,56.66456192017009,56.08875808977378,53.33428599378489,56.61872740975783,57.01205417291619,57.424254477757536
Annual Average North 90 Total Radiation Values,N/A,51.3649463409065,45.552884530690314,49.75670793688662,49.33286899982989,48.091805773203404,50.005102253797666,50.00130582689075,50.44355673114816
Annual Average North 90 Beam Radiation Values,N/A,4.057723256079461,4.747407595683866,3.618789404467408,3.9313013286131633,3.978352476470044,3.8681282164234623,3.912238499980693,4.159174443898691
Annual Average North 90 Diffuse Radiation Values,N/A,47.30722502568786,40.80547704361277,46.13791853241921,45.39907217191915,44.11345329319572,46.136974037374195,46.08906732691003,46.2843822872497
Annual Average West 90 Total Radiation Values,N/A,102.91050416714238,103.09122363929306,110.0136543934361,109.73653469565593,107.31042052443543,110.56845056217824,110.25937523707812,111.66356428222002
Annual Average West 90 Beam Radiation Values,N/A,46.65371046923165,62.28574746348598,53.449969394173856,53.770975014454436,54.472630258080095,54.26234558075434,53.6579642379993,54.617873293263
Annual Average West 90 Diffuse Radiation Values,N/A,56.25679780796895,40.80547704361277,56.5636849992625,55.963164657514795,52.837790308583706,56.30610498142391,56.601410999079214,57.045690988957084
Annual Average 45 East 90 Total Radiation Values,N/A,159.13890672451194,147.30544456528492,152.64997729453688,151.04144235924156,150.07773426150953,152.32967748844263,151.93686169401087,153.69640968569948
Annual Average 45 East 90 Beam Radiation Values,N/A,96.24841340335654,106.49996756860712,91.88271478845554,90.9772368545098,92.34705434456164,91.66998330777021,90.92968195272095,92.18185094936291
Annual Average 45 East 90 Diffuse Radiation Values,N/A,62.89050302545954,40.80547704361277,60.767262506081465,60.06169633750282,57.730679882926864,60.65969418067239,61.00717974129031,61.51455873633544
Annual Average 45 West 90 Total Radiation Values,N/A,137.10744057540816,136.21401618896402,144.25567281877045,143.02502660804078,141.58137871118552,144.21065811806127,143.69983684717616,145.46139848830848
Annual Average 45 West 90 Beam Radiation Values,N/A,76.298166799863,95.40853926394321,83.48254900134694,82.9446520726929,84.2080195084697,83.69090434835174,82.88541244206223,84.12445669191571
Annual Average 45 West 90 Radiation Values,N/A,60.809282794839596,40.80547704361277,60.77312381742343,60.07775351283823,57.373359195240276,60.51975376970959,60.81442440511484,61.33694179639375
Annual Average East 30 Total Radiation Values,N/A,189.65066879780798,183.16392034490872,184.7377539748927,184.56141278031035,183.55853941917226,185.69610933509054,185.0895510596142,184.9771144743903
Annual Average East 30 Beam Radiation Values,N/A,123.60784313277772,139.8913703050147,120.10203281956838,120.30272628258531,120.2297324180493,121.01915225208565,120.30958771051753,119.87672224355906
Annual Average East 30 Diffuse Radiation Values,N/A,66.0428381093732,43.2725491245259,64.63572115532493,64.25625486676705,63.32880695656969,64.67695708300492,64.77996334909594,65.10039223083129
Annual Average South 30 Total Radiation Values,N/A,224.64166560109604,222.6546326005799,227.6446894710488,226.14258487879857,225.80502236686743,227.7622634169715,226.66475843770309,226.86761930429313
Annual Average South 30 Beam Radiation Values,N/A,152.99021554972032,179.38208486278802,156.4825831032654,155.5041423901018,156.02096032598925,156.71767933392,155.5437251334173,155.3354666022413
Annual Average South 30 Diffuse Radiation Values,N/A,71.65146455074779,43.2725491245259,71.16210636778409,70.63586249956947,69.78406214028051,71.04458408305148,71.121033304287,71.53215270205166
Annual Average West 30 Total Radiation Values,N/A,167.9048180157552,170.68771939624804,174.8242880456434,174.8989798326164,173.5235011593784,175.80108883248442,175.15332909750325,175.10245873712006
Annual Average West 30 Beam Radiation Values,N/A,103.82282543669369,127.41517224103669,110.23480868437397,110.69762630876622,110.57153368722834,111.37541453467118,110.66782441320949,110.27419957699657
Annual Average West 30 Diffuse Radiation Values,N/A,64.08199931499028,43.2725491245259,64.58947936126988,64.19878841665191,62.95196747833335,64.42567429781323,64.48550468429474,64.82825916012473
Jan Average Dry Bulb Temperature Values,0.8057200538358008,0.8057200538358008,0.7822059674526131,0.805720053835801,0.7826321675343129,0.7867575842592897,0.7810140584742921,0.7916722689075608,0.7824539460811996
Jan Average Dry Bulb Temperature Absolute Errors,0,0.0,-0.02351408638318775,2.220446049250313e-16,-0.023087886301487948,-0.018962469576511154,-0.024705995361508748,-0.014047784928239992,-0.02326610775460125
Jan Average Relative Humidity Values,46.63526244952894,46.631695827725444,46.53681856029045,46.62905086824143,46.67900260864947,46.674183284535125,46.681243232142194,46.660714285714285,46.68367459112161
Jan Average Relative Humidity Absolute Errors,0,-0.0035666218034933195,-0.09844388923848868,-0.006211581287509205,0.04374015912053153,0.038920835006187815,0.04598078261325611,0.025451836185347076,0.04841214159267082
Jan Average Dew Point Temperature Values,-10.437685060565277,-10.437685060565277,-10.45357492270464,-10.436940013191787,N/A,-10.446957510299042,-10.4505390948807,-10.444415966386545,-10.204027373672568
Jan Average Dew Point Temperature Absolute Errors,0,0.0,-0.015889862139362165,0.0007450473734902374,nan,-0.009272449733764176,-0.012854034315422425,-0.006730905821267896,0.23365768689270894
Jan Average Wind Speed Values,3.8082099596231496,3.8082099596231496,3.8148781880629272,3.8082099596231287,3.8030167747285053,3.805491156684501,3.8033848624024493,3.8076974789917317,3.7129434566868227
Jan Average Wind Speed Absolute Errors,0,0.0,0.006668228439777657,-2.0872192862952943e-14,-0.005193184894644265,-0.002718802938648679,-0.004825097220700236,-0.0005124806314178443,-0.09526650293632688
Jan Average Wind Direction Values,181.93808882907132,181.93808882907132,181.8268584487108,166.85733512786004,181.71412061091056,181.81890924004946,181.70384320973824,179.70126050420168,185.1786915182302
Jan Average Wind Direction Absolute Errors,0,0.0,-0.11123038036052435,-15.080753701211279,-0.2239682181607634,-0.11917958902185433,-0.2342456193330804,-2.2368283248696343,3.240602689158891
Jan Average Station Pressure Values,829.9179004037685,829.9179004037685,830.1100000000658,829.9179004037685,829.9391001853689,829.9249203978467,829.9295395989692,829.9182352941176,835.9399999999603
Jan Average Station Pressure Absolute Errors,0,0.0,0.1920995962973393,0.0,0.021199781600444112,0.00701999407817766,0.01163919520070067,0.0003348903491087185,6.022099596191765
Jan Average Total Cloud Cover Values,4.2913862718707945,0.0,4.292848501142514,N/A,4.287465399500884,4.290097754873147,4.287552275867219,4.2883193277310925,4.287434866702193
Jan Average Total Cloud Cover Absolute Errors,0,-4.2913862718707945,0.001462229271719906,nan,-0.003920872369910455,-0.0012885169976470934,-0.0038339960035758125,-0.003066944139701988,-0.003951405168601596
Jan Average Opaque Cloud Cover Values,3.3405114401076714,0.0,N/A,N/A,3.3379918368795694,3.339759846329689,3.338017157686419,3.338403361344538,N/A
Jan Average Opaque Cloud Cover Absolute Errors,0,-3.3405114401076714,nan,nan,-0.002519603228102074,-0.0007515937779825066,-0.0024942824212526027,-0.0021080787631335696,nan
Jan Average Total Horizontal Radiation Values,104.4293405114401,104.04508748317632,102.1491187949726,103.68725065204572,103.25992224385766,103.53426303642011,103.99337058713623,103.94322876011522,102.99929657845188
Jan Average Total Horizontal Radiation Absolute Errors,0,-0.38425302826378527,-2.2802217164675085,-0.7420898593943832,-1.1694182675824436,-0.8950774750199884,-0.43596992430387616,-0.48611175132488427,-1.4300439329882266
Jan Average Diffuse Horizontal Radiation Values,30.78869448183042,30.556527590847914,20.751630285764204,30.744811071265147,30.450219949311247,30.73779927713405,30.70319824281121,30.441008403361344,30.637579411188998
Jan Average Diffuse Horizontal Radiation Absolute Errors,0,-0.23216689098250498,-10.037064196066215,-0.043883410565271674,-0.3384745325191716,-0.0508952046963671,-0.08549623901920711,-0.3476860784690743,-0.1511150706414206
Jan Average Humidity Ratio Values,N/A,0.001976934051144011,0.001972640340906037,0.001967250078061909,N/A,0.001967507541529881,0.00196911098584003,0.0019696532492555034,0.0019414430828149562
Jan Average Wet Bulb Temperature Values,N/A,-3.391588156123822,-3.4135382504368827,-3.373448819041317,-3.0149229569210108,-3.474824344410616,-3.454050812186891,-3.539951923789812,-3.3208385728165304
Jan Average Sky Temperature Values,N/A,-28.04387617765814,-17.725944283858084,-14.780299057873451,-19.732922663306773,-14.802743176372111,-19.503793787950688,-14.788467685160457,-13.918156899993749
Jan Average Horizontal Beam Radiation Values,N/A,73.4885598923284,81.39748890227162,72.94243958078063,72.8113021661305,N/A,73.29017234432501,73.50222035675411,72.36171716726291
Jan Average South 90 Total Radiation Values,N/A,197.89164872139972,194.98972562369943,195.90203557308217,196.30436044532533,194.4612780185875,199.4563505577537,196.3562486633349,199.2684697014722
Jan Average South 90 Beam Radiation Values,N/A,150.8969057873486,174.39899960478508,150.36785934643325,151.13039606621476,153.36384010708758,153.55882488548235,150.6097614717762,152.86335375163227
Jan Average South 90 Diffuse Radiation Values,N/A,46.994764468371464,20.590726941080792,45.53417622664872,45.17229747636962,41.09743790432357,45.89752567227133,45.74648719155847,46.405115949840464
Jan Average East 90 Total Radiation Values,N/A,87.20515612382233,72.56105338818413,73.8894916679542,74.5251661904844,73.21647285478127,76.05330609033251,74.93758227460573,77.18001893329856
Jan Average East 90 Beam Radiation Values,N/A,53.46925033647376,51.97032790536364,42.349034332301486,43.300565446124075,44.822279554515326,44.38922886933869,43.39420291099976,45.047007304322264
Jan Average East 90 Diffuse Radiation Values,N/A,33.73592059219381,20.590726941080792,31.540457335652718,31.22240944986046,28.394193354606347,31.664077220993832,31.543379363605936,32.133011628976185
Jan Average North 90 Total Radiation Values,N/A,26.608969044414536,20.590726941080792,25.235990553687753,24.90305449124877,23.70429851007233,25.399111179932106,25.119368858833703,25.36073217799302
Jan Average North 90 Beam Radiation Values,N/A,0.0,0.0,1.1970087260632575e-14,0.0,0.0,0.0,0.0,0.0
Jan Average North 90 Diffuse Radiation Values,N/A,26.608969044414536,20.590726941080792,25.23599055368774,24.90086311931217,23.70429851007233,25.399111179932106,25.119368858833703,25.36073217799302
Jan Average West 90 Total Radiation Values,N/A,66.85547913862719,69.51427824501944,73.98809716191117,74.42913140204007,72.55081811421356,75.92949067671191,74.69959343133743,76.63223414866506
Jan Average West 90 Beam Radiation Values,N/A,35.20617765814267,48.9235556459201,42.200995309017486,43.11539477398956,44.13364002483482,44.02339793306703,43.091311202632504,44.449300706786396
Jan Average West 90 Diffuse Radiation Values,N/A,31.649302826379543,20.590726941080792,31.787101852893684,31.311787245850233,28.417178193457705,31.90609274364488,31.608282228704937,32.18293344187879
Jan Average 45 East 90 Total Radiation Values,N/A,163.63508344549126,149.08801420012108,148.7409707581292,149.41549414788133,148.08927859932106,151.81698526097074,149.61587723492627,152.54379089739112
Jan Average 45 East 90 Beam Radiation Values,N/A,121.26740376850606,128.4972849946232,108.73314980605655,109.68202632525647,111.84268202607372,111.54601257417508,109.40128458113675,111.67466489434094
Jan Average 45 East 90 Diffuse Radiation Values,N/A,42.36769582772544,20.590726941080792,40.00782095207268,39.731343617359286,36.24659654544353,40.27097268679566,40.214592653789715,40.869126003050354
Jan Average 45 West 90 Total Radiation Values,N/A,138.60907671601618,145.28735162047334,148.909661046568,149.25621802307265,147.354495197813,151.76929787921858,149.3342009047767,151.93028017866456
Jan Average 45 West 90 Beam Radiation Values,N/A,98.90739030955584,124.69662367791356,108.63593052974431,109.44571612667973,111.0888390741704,111.20701779201777,109.0703036756305,111.0176429968158
Jan Average 45 West 90 Radiation Values,N/A,39.7016931359354,20.590726941080792,40.27373051682366,39.80864660948174,36.26565618165573,40.56228008720079,40.26389722914622,40.912637181848766
Jan Average East 30 Total Radiation Values,N/A,108.52158546433378,99.5292422602904,100.75068540775499,101.01310961651025,100.56760078961793,102.09768495764294,101.76498144092592,102.06736535902812
Jan Average East 30 Beam Radiation Values,N/A,74.57173485868103,78.79916837343744,68.22764374793948,68.81881810276795,69.43134654135764,69.51683626641066,69.40789160251877,69.26224185558351
Jan Average East 30 Diffuse Radiation Values,N/A,33.9498398384926,20.730075385710464,32.523041659815604,32.19203292673682,31.136254131931054,32.58084869123228,32.357089838407234,32.80512350344462
Jan Average South 30 Total Radiation Values,N/A,179.81908209959624,178.4218714147467,180.0339019169582,179.72903481909603,178.92236524267352,182.10979930629654,180.38057639222558,181.06120274253752
Jan Average South 30 Beam Radiation Values,N/A,137.2476850605653,157.6917990885871,138.35557148156124,138.45265365944903,139.643414555727,140.25056354066635,138.79415524107193,138.95902441194443
Jan Average South 30 Diffuse Radiation Values,N/A,42.571414535666214,20.730075385710464,41.678330435397065,41.27393432398557,39.278950583100155,41.85923576563013,41.5864211511534,42.10217833059321
Jan Average West 30 Total Radiation Values,N/A,94.3643135935397,97.45402305206355,100.59486697294744,100.94852485960526,100.2650346263768,102.11031108118598,101.53734283692795,101.81061408257872
Jan Average West 30 Beam Radiation Values,N/A,61.907804845222074,76.72395113052839,68.0054001864065,68.74032723142747,69.12725025700671,69.3980555131161,69.19051866040317,69.00591838048021
Jan Average West 30 Diffuse Radiation Values,N/A,32.45651413189771,20.730075385710464,32.58946678654106,32.20607356810634,31.137784244403704,32.71225556806987,32.346824176524834,32.80469570209852
Feb Average Dry Bulb Temperature Values,-0.052906110283159294,-0.052906110283159294,-0.06130074372674863,-0.052906110283159294,-0.06174876442501528,-0.06010496638546125,-0.062069794121292876,-0.059936732415333024,-0.0622742778011168
Feb Average Dry Bulb Temperature Absolute Errors,0,0.0,-0.008394633443589337,0.0,-0.008842654141855984,-0.007198856102301955,-0.009163683838133582,-0.0070306221321737306,-0.009368167517957507
Feb Average Relative Humidity Values,54.30774962742176,54.23845007451565,54.05740714987339,54.234607755487815,54.29638304150457,54.30179368034366,54.29884968374055,54.30210271678452,54.28853812125614
Feb Average Relative Humidity Absolute Errors,0,-0.06929955290610934,-0.25034247754836514,-0.07314187193394162,-0.011366585917187422,-0.005955947078099655,-0.00889994368120739,-0.005646910637238989,-0.019211506165618175
Feb Average Dew Point Temperature Values,-8.941058122205662,-8.941058122205662,-8.950136753400248,-8.9403090657648,N/A,-8.94964270242138,-8.952313809996276,-8.949679011071288,-8.693563811318832
Feb Average Dew Point Temperature Absolute Errors,0,0.0,-0.009078631194585185,0.0007490564408616507,nan,-0.008584580215718063,-0.011255687790614033,-0.008620888865625176,0.2474943108868306
Feb Average Wind Speed Values,3.473472429210135,3.473472429210135,3.4830150965917857,3.4734724292101196,3.47190947038642,3.4740445582056783,3.472571210054157,3.4729019352438475,3.309866001375874
Feb Average Wind Speed Absolute Errors,0,0.0,0.00954266738165055,-1.554312234475219e-14,-0.0015629588237149328,0.000572128995543153,-0.0009012191559780725,-0.0005704939662876107,-0.16360642783426105
Feb Average Wind Direction Values,184.06110283159464,184.06110283159464,184.12933472243031,145.57935916542473,184.11029942789352,184.0746571920288,184.11287155318536,167.83401563081503,175.44541508117533
Feb Average Wind Direction Absolute Errors,0,0.0,0.06823189083567627,-38.481743666169905,0.04919659629888429,0.013554360434170576,0.05176872159071877,-16.227087200779607,-8.615687750419312
Feb Average Station Pressure Values,832.7272727272727,832.7272727272727,830.1100000000407,832.7272727272727,832.7363801550791,832.7312560967011,832.7296627599324,832.7307871231857,835.9399999999597
Feb Average Station Pressure Absolute Errors,0,0.0,-2.6172727272320344,0.0,0.009107427806384294,0.0039833694283970544,0.0023900326596049126,0.003514395912930013,3.212727272686948
Feb Average Total Cloud Cover Values,5.259314456035767,0.0,5.254948653073373,N/A,5.259602362014979,5.257780293022828,5.259640229029724,5.258606252326014,5.259882011201369
Feb Average Total Cloud Cover Absolute Errors,0,-5.259314456035767,-0.004365802962394305,nan,0.00028790597921179995,-0.0015341630129395156,0.00032577299395697423,-0.000708203709753441,0.0005675551656016964
Feb Average Opaque Cloud Cover Values,4.248882265275708,0.0,N/A,N/A,4.248531985617947,4.247326562794603,4.248532390756128,4.24804614812058,N/A
Feb Average Opaque Cloud Cover Absolute Errors,0,-4.248882265275708,nan,nan,-0.0003502796577610212,-0.0015557024811050368,-0.00034987451958023996,-0.0008361171551278801,nan
Feb Average Total Horizontal Radiation Values,132.19672131147541,130.90461997019375,131.47722017928288,131.74001408107304,130.75977754478313,130.17770724289008,131.4169601816559,129.87803056985996,129.66203617509612
Feb Average Total Horizontal Radiation Absolute Errors,0,-1.2921013412816649,-0.7195011321925335,-0.4567072304023725,-1.4369437666922806,-2.019014068585335,-0.7797611298195193,-2.3186907416154554,-2.534685136379295
Feb Average Diffuse Horizontal Radiation Values,46.2414307004471,45.50521609538003,33.54992695103431,46.22874065827125,45.899358558643456,46.16582554537059,46.14604852620082,45.89445569965064,46.09683653123065
Feb Average Diffuse Horizontal Radiation Absolute Errors,0,-0.7362146050670688,-12.691503749412789,-0.012690042175847793,-0.34207214180364076,-0.07560515507650933,-0.09538217424627504,-0.34697500079645494,-0.14459416921644674
Feb Average Humidity Ratio Values,N/A,0.0023320253353204174,0.0023328533635957834,0.002320663342771982,N/A,0.002326081903096965,0.0023283343754173114,0.0023286124876196867,0.002305712965461003
Feb Average Wet Bulb Temperature Values,N/A,-3.4575260804769004,-3.467845674428944,-3.439470024441303,-3.140164249697355,-3.516171550857209,-3.490550460153616,-3.5665744190035573,-3.375853954869026
Feb Average Sky Temperature Values,N/A,-28.100521609538,-16.140332225404062,-14.41794895678089,-18.08378680779624,-14.437264979440215,-17.9067048346554,-14.419060093132249,-13.494761185815854
Feb Average Horizontal Beam Radiation Values,N/A,85.39940387481371,97.92729096513624,85.51127342280179,84.86244324573279,N/A,85.27091165545507,83.98357487020938,83.5651996438653
Feb Average South 90 Total Radiation Values,N/A,182.92542473919525,176.09229726134862,183.04669876545458,181.64709137803547,180.6106446641246,184.1957589951518,182.736372210804,184.3710611303508
Feb Average South 90 Beam Radiation Values,N/A,125.77961698956781,146.1696113714094,128.0464536305514,127.36976624911885,129.55976595450244,129.32312613726674,128.0160078973231,129.07643150387656
Feb Average South 90 Diffuse Radiation Values,N/A,57.145824143070044,29.922686925524644,55.00024513490312,54.27510737486681,51.05087876688758,54.872632857885066,54.72036431348072,55.29462962647404
Feb Average East 90 Total Radiation Values,N/A,99.16084649776452,87.15546617392415,89.58092503964225,89.1591371358247,87.81652615798217,90.57786869106731,89.31285203868173,91.4217630839242
Feb Average East 90 Beam Radiation Values,N/A,54.9373651266766,57.23277758297331,47.67958595812222,48.05582152712833,49.243204526361986,49.019629492883546,47.86434175510073,49.449961672133774
Feb Average East 90 Diffuse Radiation Values,N/A,44.22348286140089,29.922686925524644,41.90133908152015,41.10087447062806,38.57332151824058,41.558239198183756,41.448510283581,41.971801411790494
Feb Average North 90 Total Radiation Values,N/A,34.751554396423245,29.922686925524644,33.82187753919522,33.13416055771022,32.25507868884913,33.72772720071787,33.5078968975737,33.679767628772744
Feb Average North 90 Beam Radiation Values,N/A,0.0,0.0,1.1590699910208644e-14,0.0,0.0,0.0,0.0,0.0
Feb Average North 90 Diffuse Radiation Values,N/A,34.751554396423245,29.922686925524644,33.821877539195214,33.13188314242321,32.25507868884913,33.72772720071787,33.50789689757372,33.679767628772744
Feb Average West 90 Total Radiation Values,N/A,76.70366616989568,79.49045326119996,85.06071976023844,84.84319698282236,82.18960230852726,85.70435297012783,84.94585522264565,86.36366956166015
